"","Bolsonaro","Lula","Ciro","Tebet"
"6059","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"200","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"3332","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"4949","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"6379","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4310","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"770","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"193","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7169","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"5264","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3781","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"7768","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"2643","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4371","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8353","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"7609","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5726","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"7046","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"4877","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8595","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"9069","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5954","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"3918","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8900","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7151","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4565","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"3260","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"6904","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"3469","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"184","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4514","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7272","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6029","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"7682","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"1257","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"2299","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"8072","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"4467","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5943","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"6524","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"2830","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7386","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"5030","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"6957","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"7961","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"4225","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5326","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"8285","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"260","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"196","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"2325","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"296","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"6615","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"207","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"5740","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6496","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5238","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1710","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8712","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"7498","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"667","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"8739","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8106","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"416","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"3216","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5490","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"5881","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8597","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"288","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6053","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6735","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8377","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"8865","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"8879","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"6962","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"4437","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2805","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"7146","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"254","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"3766","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"7394","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"699","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6983","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1856","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"2950","NEGATIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"7236","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4816","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"3256","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6483","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"3492","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"9146","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8157","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"6477","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"8112","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"5643","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"3412","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5711","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"3388","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"4623","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"9079","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4121","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"6367","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"4737","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6827","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2077","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"2411","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"3604","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3439","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"2279","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5598","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6762","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"2125","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"8725","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6594","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"6700","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6011","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3237","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"2485","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"3998","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"6219","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"4692","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2168","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"6065","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5976","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1461","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"353","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3391","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"2885","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6571","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2417","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1743","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"6768","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3119","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"3659","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6130","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6377","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"7481","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5991","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"7173","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"7635","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6913","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1341","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"6194","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"627","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"3878","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5553","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6300","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"1182","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"5228","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5770","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3758","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8366","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"9033","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2942","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"2510","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2487","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"4713","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"4652","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8374","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3898","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8394","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"1868","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7100","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"5409","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"2955","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"2836","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"4552","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3267","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1431","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3296","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"6497","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5476","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"3870","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7735","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1185","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8590","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"9116","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7164","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"3597","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"6874","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"4758","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"5471","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"1402","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2048","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"5853","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2182","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3384","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"6542","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"3935","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"1766","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"38","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8973","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5492","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"8501","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7475","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6769","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"1058","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"6046","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7020","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7064","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"1613","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"7776","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8186","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8857","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3122","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3669","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"6573","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6414","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"3556","POSITIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"7672","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2839","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"6644","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"1227","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"6581","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8104","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"6530","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2241","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"4568","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"7847","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"2078","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"8995","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"5992","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2681","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"8133","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"7932","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5816","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"4034","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"733","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"6918","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"5611","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4746","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"4099","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"4137","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1763","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"4015","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7355","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"4821","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"167","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"3326","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2274","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8101","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6516","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"5647","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6123","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"5870","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"8622","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"1472","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"3265","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"134","NEGATIVO","POSITIVO","POSITIVO","NEGATIVO"
"8122","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2345","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"6678","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"3842","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"4647","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"8437","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"1050","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"5765","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"361","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"4241","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8971","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"1607","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"9149","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"7978","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7549","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"8027","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"7761","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"6859","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6113","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"5209","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"3541","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"6873","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5134","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"1583","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"7450","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7023","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8602","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4066","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"4750","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"123","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7122","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"4491","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1098","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7488","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"2159","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"8960","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"5480","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7358","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"8551","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6781","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"6015","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2412","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"769","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"8907","NEGATIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"8161","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"708","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"2753","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1155","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5101","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"3840","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8970","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"1988","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"6587","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1146","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6862","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4028","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1975","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"688","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"1708","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"525","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"5519","POSITIVO","NEGATIVO","POSITIVO","POSITIVO"
"4992","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"8575","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8461","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"7986","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"4449","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"976","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8490","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2002","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8237","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6274","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"2014","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"2892","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"3719","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6628","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5708","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"3631","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"8035","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1213","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5166","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"3025","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"4820","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"3576","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7214","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8515","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"8618","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"7809","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"7235","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"2472","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"3364","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"3320","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8625","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5099","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"3696","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"2932","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6562","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"1351","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"6550","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"1353","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"5124","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"7668","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"8938","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3341","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"9090","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"1980","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"1393","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"8743","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7077","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"3165","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"2027","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1674","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"4450","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6590","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"8587","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2262","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"6603","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"396","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"7075","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"7737","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"4641","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2194","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2813","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"399","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3594","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"6177","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"6577","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"8656","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"5093","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"943","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"5993","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2597","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3806","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6122","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"7839","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7940","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6696","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5397","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"5233","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4033","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1783","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8484","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"5357","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5861","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"7382","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"3257","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"9148","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"7118","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"701","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"3137","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"7518","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5865","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"6289","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7415","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"5762","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7765","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8040","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"2856","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7936","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"216","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"2547","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"459","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"6424","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"8083","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3132","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
